X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,ENROLL_PERCENT_ASIAN,ENROLL_PERCENT_NATIVE,ENROLL_PERCENT_BLACK,ENROLL_PERCENT_HISPANIC,ENROLL_PERCENT_MULTIRACIAL,ENROLL_PERCENT_WHITE,ENROLL_PERCENT_MIGRANT,ENROLL_PERCENT_ED,ENROLL_PERCENT_SWD,ENROLL_PERCENT_LEP,ENROLL_PCT_ESOL,ENROLL_PCT_GIFTED,direct_cert_perc,pAbsent0_5,pAbsent6_15,pAbsent16P,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30,Debt,GenAdmin,Instruction,Support,Ops,Media,PServices,Capital,SchoolAdmin,Food,Transport,TotalSpend,CCRPI,ClimateStar,NTestedELA3,Begin_CntELA3,Develop_CntELA3,Prof_CntELA3,Dist_CntELA3,pBeginELA3,pDevelopELA3,pProfELA3,pDistELA3,DevPlus_CntELA3,ProfPlus_CntELA3,pDevPlusELA3,pProfPlusELA3,NTestedELA5,Begin_CntELA5,Develop_CntELA5,Prof_CntELA5,Dist_CntELA5,pBeginELA5,pDevelopELA5,pProfELA5,pDistELA5,DevPlus_CntELA5,ProfPlus_CntELA5,pDevPlusELA5,pProfPlusELA5,NTestedMath3,Begin_CntMath3,Develop_CntMath3,Prof_CntMath3,Dist_CntMath3,pBeginMath3,pDevelopMath3,pProfMath3,pDistMath3,DevPlus_CntMath3,ProfPlus_CntMath3,pDevPlusMath3,pProfPlusMath3,NTestedMath5,Begin_CntMath5,Develop_CntMath5,Prof_CntMath5,Dist_CntMath5,pBeginMath5,pDevelopMath5,pProfMath5,pDistMath5,DevPlus_CntMath5,ProfPlus_CntMath5,pDevPlusMath5,pProfPlusMath5,NTestedELA8,BeginELA8_Cnt,DevelopELA8_Cnt,ProfELA8_Cnt,DistELA8_Cnt,NTestedMath8,BeginMath8_Cnt,DevelopMath8_Cnt,ProfMath8_Cnt,DistMath8_Cnt,pBeginELA8,pDevelopELA8,pProfELA8,pDistELA8,pBeginMath8,pDevelopMath8,pProfMath8,pDistMath8,DevPlusELA8_Cnt,ProfPlusELA8_Cnt,pDevPlusELA8,pProfPlusELA8,DevPlusMath8_Cnt,ProfPlusMath8_Cnt,pDevPlusMath8,pProfPlusMath8,NTestedAlgebraI,Begin_CntAlgebraI,Develop_CntAlgebraI,Prof_CntAlgebraI,Dist_CntAlgebraI,pBeginAlgebraI,pDevelopAlgebraI,pProfAlgebraI,pDistAlgebraI,DevPlus_CntAlgebraI,ProfPlus_CntAlgebraI,pDevPlusAlgebraI,pProfPlusAlgebraI,NTestedAmLit,Begin_CntAmLit,Develop_CntAmLit,Prof_CntAmLit,Dist_CntAmLit,pBeginAmLit,pDevelopAmLit,pProfAmLit,pDistAmLit,DevPlus_CntAmLit,ProfPlus_CntAmLit,pDevPlusAmLit,pProfPlusAmLit,NTestedAnalGeometry,Begin_CntAnalGeometry,Develop_CntAnalGeometry,Prof_CntAnalGeometry,Dist_CntAnalGeometry,pBeginAnalGeometry,pDevelopAnalGeometry,pProfAnalGeometry,pDistAnalGeometry,DevPlus_CntAnalGeometry,ProfPlus_CntAnalGeometry,pDevPlusAnalGeometry,pProfPlusAnalGeometry,NTestedBiology,Begin_CntBiology,Develop_CntBiology,Prof_CntBiology,Dist_CntBiology,pBeginBiology,pDevelopBiology,pProfBiology,pDistBiology,DevPlus_CntBiology,ProfPlus_CntBiology,pDevPlusBiology,pProfPlusBiology,NTestedCoordAlgebra,Begin_CntCoordAlgebra,Develop_CntCoordAlgebra,Prof_CntCoordAlgebra,Dist_CntCoordAlgebra,pBeginCoordAlgebra,pDevelopCoordAlgebra,pProfCoordAlgebra,pDistCoordAlgebra,DevPlus_CntCoordAlgebra,ProfPlus_CntCoordAlgebra,pDevPlusCoordAlgebra,pProfPlusCoordAlgebra,NTestedEcon,Begin_CntEcon,Develop_CntEcon,Prof_CntEcon,Dist_CntEcon,pBeginEcon,pDevelopEcon,pProfEcon,pDistEcon,DevPlus_CntEcon,ProfPlus_CntEcon,pDevPlusEcon,pProfPlusEcon,NTestedGeometry,Begin_CntGeometry,Develop_CntGeometry,Prof_CntGeometry,Dist_CntGeometry,pBeginGeometry,pDevelopGeometry,pProfGeometry,pDistGeometry,DevPlus_CntGeometry,ProfPlus_CntGeometry,pDevPlusGeometry,pProfPlusGeometry,NTestedLit9,Begin_CntLit9,Develop_CntLit9,Prof_CntLit9,Dist_CntLit9,pBeginLit9,pDevelopLit9,pProfLit9,pDistLit9,DevPlus_CntLit9,ProfPlus_CntLit9,pDevPlusLit9,pProfPlusLit9,NTestedPhysSci,Begin_CntPhysSci,Develop_CntPhysSci,Prof_CntPhysSci,Dist_CntPhysSci,pBeginPhysSci,pDevelopPhysSci,pProfPhysSci,pDistPhysSci,DevPlus_CntPhysSci,ProfPlus_CntPhysSci,pDevPlusPhysSci,pProfPlusPhysSci,NTestedUSHistory,Begin_CntUSHistory,Develop_CntUSHistory,Prof_CntUSHistory,Dist_CntUSHistory,pBeginUSHistory,pDevelopUSHistory,pProfUSHistory,pDistUSHistory,DevPlus_CntUSHistory,ProfPlus_CntUSHistory,pDevPlusUSHistory,pProfPlusUSHistory,NDropout712,pNDropout712,GraduationRate,NUMBER_OF_GRADUATES,pHopeEligible,chENROLLMENTCnt,pchENROLLMENTCnt,chCCRPI,chpProfPlusELA3,chpProfPlusMath3,chpProfPlusELA5,chpProfPlusMath5,chpELA8,chpProfPlusMath8,chpProfPlusAlgebraI,chpProfPlusAmLit,chpProfPlusAnalGeometry,chpProfPlusBiology,chpProfPlusCoordAlgebra,chpProfPlusEcon,chpProfPlusGeometry,chpProfPlusLit9,chpProfPlusPhysSci,chpProfPlusUSHistory,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-84.110343121,33.714791437,660,6440203,06-08,2451 Randall Ave,Lithonia,GA,30058-4673,2451 Randall Ave,Lithonia,30058-4673,"Harrell, Tracy",tracy_harrell@dekalbschoolsga.org,678.875.0702,678.875.0710,-84.110339,33.714785,2019,2018-19,644,DeKalb County,203,Lithonia Middle School,Middle School,1137,0,0,94,5,1,0,0,86,14,4,2,3,55,51,35,13,32,69,13,4,42,29,22,3,0,0,5410,0,470,89,440,0,692,0,0,7101,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,91,162,67,7,325,106,166,52,1,28,50,21,2,33,51,16,0,236,74,72,23,219,53,67,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,,,,68,6.36,21,,,,,6,3,,,,,,,,,,,{7F53BFED-23A4-44E3-BAD2-2AB3B314954F},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.156837136,33.7415974410001,661,6440205,06-08,1775 Young Rd,Lithonia,GA,30058-5604,1775 Young Rd,Lithonia,30058-5604,"Davis, Karen",karen_i_davis@dekalbschoolsga.org,678.874.7902,678.874.7910,-84.156833,33.741591,2019,2018-19,644,DeKalb County,205,Redan Middle School,Middle School,773,1,0,91,5,2,1,0,86,17,4,1,4,54,46,37,17,27,49,11,20,35,27,18,0,0,0,5693,0,764,129,709,0,1002,0,0,8296,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,63,108,63,6,240,70,122,40,8,26,45,26,3,29,51,17,3,177,69,74,29,170,48,71,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,7,3,0,0,70,30,10,10,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,6,,,,43,5.89,6,,,,,5,9,,,,,57,,,,,,{AD2B95D2-58C7-4E6B-894C-C376F673EB6B},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.30842119,33.941387478,662,6440214,PK-05,1923 Womack Rd,Dunwoody,GA,30338-4431,1923 Womack Rd,Dunwoody,30338-4431,"Sanders, Jennifer",jennifer_p_sanders@dekalbschoolsga.org,678.875.4002, ,-84.308417,33.941381,2019,2018-19,644,DeKalb County,214,Dunwoody Elementary School,Elementary School,1122,37,0,15,9,4,35,0,9,9,18,14,26,4,53,41,6,21,78,10,23,40,27,8,3,0,0,5626,0,200,96,324,0,453,0,0,6699,90,3,200,6,33,71,90,3,17,36,45,194,161,97,81,130,5,24,63,38,4,19,49,29,125,101,96,78,200,7,26,88,79,4,13,44,40,193,167,97,84,130,8,40,48,34,6,31,37,26,122,82,94,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,12.42,-2,12,11,0,0,,,,,,,,,,,,,{FA73DF44-49BB-4A52-9F48-E010BCFDA1BE},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.27114017,33.7689404430001,663,6440215,KK-08,3191 Covington Hwy,Avondale Estates,GA,30002-1607,3191 Covington Hwy,Avondale Estates,30002-1607,"Kelbaugh, Katherine",Katherine.kelbaugh@themuseumschool.org,404.292.9760, ,-84.271136,33.768934,2019,2018-19,644,DeKalb County,215,Museum School Avondale Estates,Elementary School,579,2,0,29,6,5,57,0,24,10,2,1,29,11,58,38,4,2,47,9,0,60,38,2,0,0,0,11417,0,0,0,0,0,0,0,0,11417,78,3,57,5,7,29,16,9,12,51,28,52,45,91,79,65,2,12,34,17,3,19,52,26,63,51,97,79,57,4,9,31,13,7,16,54,23,53,44,93,77,65,3,28,22,12,5,43,34,19,62,34,95,52,64,6,17,25,16,64,5,31,23,4,9,27,39,25,8,48,36,6,58,41,91,64,58,27,91,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,2,12,1,0,13,80,7,15,13,100,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,14.2,-10,16,24,6,-16,0,-3,,,,,23,,,,,,{E61120E5-902D-4244-8EEA-FB2CA469885F},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.1981751499999,33.7886564500001,664,6440272,PK-05,445 Halwick Way,Stone Mountain,GA,30083-4381,445 Halwick Way,Stone Mountain,30083-4381,"Brown, Derrick",derrick_a_brown@dekalbschoolga.org,678.676.6102,678.676.6110,-84.198171,33.78865,2019,2018-19,644,DeKalb County,272,Rockbridge Elementary School,Elementary School,822,4,1,82,8,4,1,0,93,9,14,11,3,61,48,40,13,38,60,11,17,45,13,23,2,0,0,6506,0,288,130,359,0,633,0,0,7915,75,2,131,50,51,24,6,38,39,18,5,81,30,62,23,137,40,50,41,6,29,37,30,4,97,47,71,34,128,39,54,25,10,31,42,20,8,89,35,70,27,137,44,57,25,11,32,42,18,8,93,36,68,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,122.76,19,13,23,14,0,,,,,,,,,,,,,{D5C115BA-F8FA-4B70-A8CA-473D874E0DAB},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.296816173,33.6762284220001,665,6440275,PK-05,2330 River Rd,Ellenwood,GA,30294-1128,2330 River Rd,Ellenwood,30294-1128,"Thomas, Norman Harold",norman_h_thomas@dekalbschoolsga.org,678.874.3902,678.874.3910,-84.296812,33.676222,2019,2018-19,644,DeKalb County,275,Cedar Grove Elementary School,Elementary School,569,0,0,91,6,3,0,0,100,13,3,3,2,53,49,37,15,28,42,14,5,41,26,12,17,0,0,7017,0,282,167,776,0,640,0,0,8882,66,5,88,39,32,13,4,44,36,15,5,49,17,56,19,87,24,47,11,5,28,54,13,6,63,16,72,18,88,30,36,20,2,34,41,23,2,58,22,66,25,87,38,41,7,1,44,47,8,1,49,8,56,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,6.55,5,0,5,-3,0,,,,,,,,,,,,,{F30E0BE1-8445-4ABC-83C2-F5346B5001EA},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.2020361519999,33.810473454,666,6440276,09-12,4555 Central Dr,Stone Mountain,GA,30083-2528,4555 Central Dr,Stone Mountain,30083-2528,"John, Wislene",wislene_john@dekalbschoolsga.org,678.676.6302,678.676.6310,-84.202032,33.810467,2019,2018-19,644,DeKalb County,276,Stone Mountain High School,High School,1131,9,0,78,8,1,3,0,77,11,20,16,6,42,35,34,32,30,70,13,9,34,41,13,3,0,0,5444,0,501,97,474,0,809,0,0,7326,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,81,109,55,3,33,44,22,1,167,58,67,23,321,150,120,46,5,47,37,14,2,171,51,53,16,328,190,85,48,5,58,26,15,2,138,53,42,16,344,182,134,25,3,53,39,7,1,162,28,47,8,196,97,72,27,0,50,37,14,0,99,27,51,14,,,,,,,,,,,,,,365,123,137,98,7,34,38,27,2,242,105,66,29,1,,,,,,,,,,,,,242,93,97,49,3,38,40,20,1,149,52,62,21,87,7,59,178,24,112,10.99,-14,,,,,,,,0,-9,0,-5,-16,,12,,2,{AEF58378-27F1-4432-A83F-8C3381A035E8},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.320196192,33.9152534720001,667,6440288,04-06,1663 E Nancy Creek Dr NE,Brookhaven,GA,30319-1763,1663 E Nancy Creek Dr NE,Brookhaven,30319-1763,"Neely, Laura S.",laura_s_neely@dekalbschoolsga.org,678.874.6602,678.874.6610,-84.320192,33.915247,2019,2018-19,644,DeKalb County,288,Kittredge Magnet School,Elementary School,482,15,0,10,6,7,61,0,6,2,2,0,91,3,75,23,2,2,35,18,3,26,34,26,11,0,0,12909,28,498,362,636,0,1162,0,0,15595,100,4,,,,,,,,,,,,,,157,0,0,46,111,0,0,29,71,157,157,100,100,,,,,,,,,,,,,,157,0,3,45,109,0,2,29,69,157,154,100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2,-6,,,2,2,,,,,,,,,,,,,{AE4E565A-A368-4C16-B003-2A4C705ABEB8},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.271451177,33.891456469,668,6440290,06-08,3456 Aztec Rd,Atlanta,GA,30340-2702,3456 Aztec Rd,Atlanta,30340-2702,"Anthony, Sedrick",Sedrick_B_Anthony@dekalbschooslga.org,678.676.7902,678.676.7910,-84.271447,33.89145,2019,2018-19,644,DeKalb County,290,Sequoyah Middle School,Middle School,1762,4,0,3,91,0,1,0,93,9,78,37,4,38,52,32,16,20,111,10,7,60,17,13,3,0,0,4540,0,275,55,299,0,550,0,0,5718,61,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,244,215,91,12,564,210,243,96,15,43,38,16,2,37,43,17,3,318,103,57,18,354,111,63,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,8,17,4,0,28,59,14,29,21,100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,5,20,6,0,16,65,19,31,26,100,84,,,,,,,,,,,,,,62,5,,,,306,21.01,-3,,,,,1,-7,,,,,11,,,,-6,,{0BC923F6-9662-430F-9E72-ECF27BC24792},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.1718861369999,33.676941427,669,6440291,06-08,5333 Salem Rd,Lithonia,GA,30038-2865,5333 Salem Rd,Lithonia,30038-2865,"Harvey, Terrence",terrence_harvey@dekalbschoolsga.org,678.676.9402,678.676.9410,-84.171882,33.676935,2019,2018-19,644,DeKalb County,291,Salem Middle School,Middle School,1028,0,0,95,3,1,1,0,86,14,1,0,6,52,45,38,18,32,64,11,6,53,23,14,3,0,0,5415,0,489,103,492,0,745,0,0,7244,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,69,163,76,9,316,79,157,72,7,22,51,24,3,25,50,23,2,248,85,78,27,236,79,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,,,,-29,-2.74,8,,,,,6,16,,,,,,,,,,,{B47D933C-5F7C-44A8-87A1-2CF7B5529FB9},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.144782133,33.7636914460001,670,6440293,PK-05,1040 King Way Dr,Lithonia,GA,30058-6114,1040 King Way Dr,Lithonia,30058-6114,"Sanders, Sylvia",sylvia_sanders@dekalbschoolsga.org,678.676.3902,678.676.3910,-84.144778,33.763685,2019,2018-19,644,DeKalb County,293,Shadow Rock Elementary School,Elementary School,569,1,0,92,4,2,1,0,90,10,4,0,2,57,47,40,13,27,41,15,10,34,15,32,10,0,0,6220,0,394,202,630,0,689,0,0,8135,60,2,106,47,36,19,4,44,34,18,4,59,23,56,22,100,33,46,20,1,33,46,20,1,67,21,67,21,101,41,45,13,2,41,45,13,2,60,15,60,15,99,46,37,14,2,47,37,14,2,53,16,54,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-11.23,8,5,1,1,6,,,,,,,,,,,,,{876A4B45-E4BA-4557-B053-1704DA6A209C},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.1839391409999,33.689310429,671,6440297,PK-05,5100 Rock Springs Rd,Lithonia,GA,30038-2328,5100 Rock Springs Rd,Lithonia,30038-2328,"Alford, Michele",Michele_C_Alford@dekalbschoolsga.org,678.676.8202,678.676.8210,-84.183935,33.689304,2019,2018-19,644,DeKalb County,297,"Edward L. Bouie, Sr. Elementary School",Elementary School,599,1,0,95,2,2,0,0,71,5,1,1,7,31,69,27,4,6,44,18,2,23,27,39,9,0,0,6952,0,297,177,437,0,693,0,0,8556,86,4,96,8,41,31,16,8,43,32,17,88,47,92,49,92,5,38,40,9,5,41,44,10,87,49,95,53,96,13,25,45,13,14,26,47,14,83,58,86,60,92,6,50,24,12,7,54,26,13,86,36,93,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,-9.1,10,-7,12,6,25,,,,,,,,,,,,,{3EF85591-829F-4835-9F64-EC2AF75E71E3},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.253668161,33.6975034280001,672,6440301,06-08,3001 Columbia Dr,Decatur,GA,30034-4148,3001 Columbia Dr,Decatur,30034-4148,"Jones, Keith",keith_a_jones@dekalbschoolsga.org,678.875.0502,678.875.0510,-84.253664,33.697497,2019,2018-19,644,DeKalb County,301,Columbia Middle School,Middle School,889,1,0,95,2,1,1,0,100,14,2,1,6,66,35,40,25,29,61,9,18,41,28,12,2,0,0,5386,0,661,120,498,0,873,0,0,7538,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,70,92,69,15,245,88,129,27,1,29,37,28,6,36,53,11,0,176,84,72,34,157,28,64,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,7,36,13,0,13,64,23,0,49,13,88,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,30,20,2,7,54,36,4,52,22,93,39,,,,,,,,,,,,,,20,3,,,,-24,-2.62,10,,,,,12,1,,,,,-10,,,,25,,{3B294E66-4918-41DF-9818-CD0CD3F1F741},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.269061165,33.679807424,673,6440305,PK-05,3574 Oakvale Rd,Decatur,GA,30034-4701,3574 Oakvale Rd,Decatur,30034-4701,"Pressley, Sabrina",sabrina_m_pressley@dekalbschoolsga.org,678.875.1302,678.875.1310,-84.269057,33.679801,2019,2018-19,644,DeKalb County,305,Oakview Elementary,Elementary School,763,0,1,93,4,2,1,0,100,10,1,1,1,62,44,39,17,36,60,11,13,43,25,13,5,0,0,6943,0,243,142,569,0,710,0,0,8607,59,2,123,55,50,16,2,45,41,13,2,68,18,55,15,124,49,55,18,2,40,44,15,2,75,20,61,16,123,40,45,32,6,33,37,26,5,83,38,68,31,125,62,52,10,1,50,42,8,1,63,11,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,-3.29,11,0,24,-1,6,,,,,,,,,,,,,{55D49129-D75A-4FF0-89EB-54AFB46C94FA},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.265702167,33.743668438,674,6440309,04-06,3039 Santa Monica Dr,Decatur,GA,30032-3627,3039 Santa Monica Dr,Decatur,30032-3627,"Crum, Cornellia",cornellia_crum@dekalbschoolsga.org,678.874.2402, ,-84.265698,33.743662,2019,2018-19,644,DeKalb County,309,Wadsworth Magnet School for High Achievers,Elementary School,113,4,0,89,2,2,4,0,50,0,3,0,67,23,71,27,2,2,14,19,0,14,43,36,7,0,0,14303,0,1488,634,1571,0,2903,0,0,20900,97,5,,,,,,,,,,,,,,24,0,0,15,9,0,0,63,38,24,24,100,100,,,,,,,,,,,,,,24,0,0,11,13,0,0,46,54,24,24,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122,-51.91,-7,,,4,9,,,,,,,,,,,,,{F5F6A40B-976C-4B15-A1E7-2B13409F76C6},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.136464127,33.6990344330001,675,6440311,KK-08,6400 Woodrow Rd,Lithonia,GA,30038-2437,6400 Woodrow Rd,Lithonia,30038-2437,"Williams, Tonya",Tonya_Williams@dekalbschoolsga.org,404.656.3103, ,-84.13646,33.699028,2019,2018-19,644,DeKalb County,311,Leadership Preparatory Academy,Elementary School,451,0,0,96,3,0,0,0,65,4,0,0,14,28,64,32,4,5,41,4,15,76,7,2,0,0,0,19,0,0,0,0,0,0,0,0,19,64,2,41,11,14,12,4,27,34,29,10,30,16,73,39,44,3,21,17,3,7,48,39,7,41,20,93,45,41,10,15,14,2,24,37,34,5,31,16,76,39,44,3,27,12,2,7,61,27,5,41,14,93,32,50,1,15,29,5,50,4,27,13,6,2,30,58,10,8,54,26,12,49,34,98,68,46,19,92,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.22,3,-7,13,7,8,15,-1,,,,,,,,,,,{1202DFF5-A4C3-499A-AAD9-C0584DCFF979},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.29050418,33.8488434590001,676,6440314,KK-08,2225 Heritage Dr NE,Atlanta,GA,30345-3534,2225 Heritage Dr NE,Atlanta,30345-3534,"Elliott, Christi",celliot_earby@theglobeacademy.net,404.867.6183, ,-84.2905,33.848837,2019,2018-19,644,DeKalb County,314,GLOBE Academy Charter School I,Elementary School,903,4,0,26,13,8,49,0,13,11,3,2,22,6,64,33,4,2,46,7,0,80,17,2,0,0,0,11236,0,0,0,0,0,0,0,0,11236,97,3,119,7,32,54,26,6,27,45,22,112,80,94,67,72,1,4,33,34,1,6,46,47,71,67,99,93,119,1,38,59,21,1,32,50,18,118,80,99,67,72,4,11,29,28,6,15,40,39,68,57,95,79,52,4,7,31,10,52,5,23,13,2,8,14,60,19,10,44,25,4,48,41,92,79,38,15,73,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,3,7,0,0,30,70,10,10,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,60.96,13,17,-2,26,28,,,,,,,,,,,,,{3DFEEAC4-D5F2-4D33-BFD6-C457E9AC115F},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
